id,dublin_no,location,code,spaces,exact_location,installed,tariff,nearest_pad,op_hours,clearway,clearway_hours,comment,further_info,finished,extra_comment,zone,longitude,latitude,created_at,updated_at
,968,Grangegorman Upper (Orchard Tce),,,opposite no.63,31/08/2009,1.60,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.280713,53.35738,01/08/2011 16:16:08,null
,969,Sandymount Road,,,at no. 5,14/09/2009,1.00,at no.67,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.21938,53.335315,01/08/2011 16:16:08,null
,970,Sandymount Road,,,at no 67,14/09/2009,1.00,at no. 5,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.217683,53.333949,01/08/2011 16:16:08,null
,971,Maidens Row,,,Oustide Island Apartments,21/09/2009,1.00,None nearby,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.344664,53.348625,01/08/2011 16:16:08,null
,972,St. Columba's Road Upper,,,No. 14,21/09/2009,1.60,St. Alphonsus Road,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.262697,53.36491,01/08/2011 16:16:08,null
,973,Main St Chapelizod,,,o/s Mulberry House,16/10/2009,1.00,On Main Street at Pharmacy,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.343844,53.349243,01/08/2011 16:16:08,null
,975,Merlyn Rd,,,Junction with Merrion Road,11/12/2009,1.60,Merlyn Park 828,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.217684,53.322173,01/08/2011 16:16:08,null
,976,Alma court,,,,22/01/2010,2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,-6.259884,53.325941,01/08/2011 16:16:08,null
,977,St. Peters Close,,,,22/01/2010,2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,-6.272131,53.358631,01/08/2011 16:16:08,null
,979,Sandford Gardens,,,,02/02/2010,1.60,,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.280981,53.334317,01/08/2011 16:16:08,null
,980,South Circular Road,,,,04/02/2010,1.00,,Mon-Fri -07.00-19.00,FALSE,,,,FALSE,,Orange,-6.303048,53.338883,01/08/2011 16:16:08,null
,982,Rathdown Ave,,,0/s no. 16,,1.00,981 Rathdown Park,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.291484,53.30289,01/08/2011 16:16:08,null
,983,Shrewsbury Park,,,Junction of Merrion Road,,1.60,,Mon-Sat  07.00-19.00,FALSE,,,,FALSE,,Green,-6.220552,53.324283,01/08/2011 16:16:08,null
,984,Fitgerald St,,,at no 16,,1.60,,Mon-Sun 07.00-19.00,FALSE,,,,FALSE,,Green,-6.273999,53.327261,01/08/2011 16:16:08,null
,985,Wesley Place,,,,26/02/2010,2.40,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.276701,53.331353,01/08/2011 16:16:08,null
,986,Spencer St South,,,Junct of St. Vincent St Sth,05/03/2010,2.40,,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Red,-6.273595,53.332826,01/08/2011 16:16:08,null
,987,Grand Canal Street Upper,,,Opposite Number 18,05/03/2010,2.40,,Mon-Sat 07.00-16.00,FALSE,Evening clearway,,,FALSE,,Red,-6.236228,53.337968,01/08/2011 16:16:08,null
,988,Glendalough Road,,,side of no 7 at lane end,12/03/2010,1.60,,Mon-Sun 07.00-24.00,FALSE,,,Max stay 2 hours,FALSE,max,Green,-6.259792,53.368013,01/08/2011 16:16:08,null
,989,Finglas Road,,,Opposite Cemetry,12/03/2010,1.00,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.27712,53.369379,01/08/2011 16:16:08,null
,990,Finglas Road,,,Opposite Cemetry,12/03/2010,1.00,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.27814,53.369789,01/08/2011 16:16:08,null
,991,Rathmines Road Upper,,,Opposite no 183,12/03/2010,1.00,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.264716,53.315246,01/08/2011 16:16:08,null
,992,Sandymount Castle Drive,,,,12/03/2010,1.00,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.21513,53.330133,01/08/2011 16:16:08,null
,993,Rathdown Road,,,,18/03/2010,2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,-6.280385,53.358805,01/08/2011 16:16:08,null
,994,Rathdown Road,,,,18/03/2010,2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,-6.278145,53.355888,01/08/2011 16:16:08,null
,996,Montpelier Hill,,,,16/04/2010,1.60,113135453,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.294601,53.348881,01/08/2011 16:16:08,null
,997,Sir John Rogerson's Quay,,,,16/04/2010,2.40,9066,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.242134,53.346224,01/08/2011 16:16:08,null
,998,Ostman Place,,,,16/04/2010,2.40,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,red,-6.286591,53.352774,01/08/2011 16:16:08,null
,999,St. Agnes Road,,18 P  n  D,Centra Car Park,23/04/2010,1.00,1000  Lisle Road,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.317949,53.32114,01/08/2011 16:16:08,null
,1000,Lisle Road,,9,outside Cosgrove Butchers,23/04/2010,1.00,999 or 1001 both on St Agnes Road,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.317092,53.320418,01/08/2011 16:16:08,null
,1001,St Agnes Road,,7,Outside Tesco Express,23/04/2010,1.00,1000 Lisle Rd or 999 St. Agnes Rd,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.316229,53.320244,01/08/2011 16:16:08,null
,1003,North Wall Quay,,16,Pole 26.Junc.with Castleforbes Rd,02/05/2010,1.60,,Mon-Sat0.700-19.00,FALSE,,,,FALSE,,Green,-6.234178,53.347238,01/08/2011 16:16:08,null
,1004,Rathgar Avenue,,20,O/S Auto factors,28/05/2010,1.00,1005 same street,Mon-Fri 07.00-16.00,TRUE,Evening clearway,,,FALSE,,Orange,-6.274925,53.312887,01/08/2011 16:16:08,null
,1005,Rathgar Avenue,,20,O/S No. 7,28/05/2010,1.00,1004 same street,Mon-Fri 10.00-19.00,TRUE,Moringin clearway,,,FALSE,,Orange,-6.275207,53.312963,01/08/2011 16:16:08,null
,1006,Botanic Ave,,45 + 2 disabled,0/s no.88,09/07/2010,1.60,,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Green,-6.260613,53.368538,01/08/2011 16:16:08,null
,1007,Inchicore Road,,33,Outside no 117,23/07/2010,1.00,,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Blue,-6.316806,53.341792,01/08/2011 16:16:08,null
,1008,Clontarf Road Car Park,,,,26/02/2010,0.60,Opposite Bus Garage,Mon-Fri  08.00-18.00,FALSE,,,replaced met.9104  26/07/2010,FALSE,,Blue,-6.19129,53.358197,01/08/2011 16:16:08,null
,1009,Addison Road,,60 P n D  n  Permit,,26/08/2010,1.00,,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Blue,-6.238293,53.357294,01/08/2011 16:16:08,null
,1010,Summer St. North,,54 P n D  n  Permit,,,2.40,,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.251162,53.362077,01/08/2011 16:16:08,null
,1011,St. Albans Park,,70 P  n  D (Total),,11/10/2010,1.00,,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Orange,-6.208396,53.356848,01/08/2011 16:16:08,null
,1013,St Albans Park,,70 P  n  D total,No. 86,11/10/2010,1.00,1011 St. Albans Park,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.20773,53.31975,01/08/2011 16:16:08,null
,1015,North Circular Road,,,,06/12/2010,,,,FALSE,,,,FALSE,,,-10.863443,51.218565,01/08/2011 16:16:08,null
,1016,Oxmantown Road,,180,,24/01/2011,1.60,,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Green,-6.292974,53.354514,01/08/2011 16:16:08,null
,1017,Cowper Street/Oxmantown Rd,,,,24/01/2011,1.60,,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Green,-6.291097,53.35371,01/08/2011 16:16:08,null
,1018,Niall Street/Moira Road,,60,,24/01/2011,1.60,,Mon-Fri  07.00-19.00,FALSE,,,,FALSE,,Green,-6.28931,53.353072,01/08/2011 16:16:08,null
,1019,Halliday Road/Oxmantown Road,,,,24/01/2011,1.60,,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.288832,53.352345,01/08/2011 16:16:08,null
